"","B_Cycling","B_GC_DZ","B_GC_LZ","B_GC_prePB","B_IFN","B_activated","B_mem","B_naive","B_plasma","B_preGC","DC_CCR7.","DC_cDC1","DC_cDC2","DC_pDC","Endo","FDC","ILC","Macrophages_M1","Macrophages_M2","Mast","Monocytes","NK","NKT","T_CD4.","T_CD4._TfH","T_CD4._TfH_GC","T_CD4._naive","T_CD8._CD161.","T_CD8._cytotoxic","T_CD8._naive","T_TIM3.","T_TfR","T_Treg","VSMC"
"Zc3h7a",0.71450263,0.33935994,0.4186095,0.3548814,0.18957342,0.1388378,0.19575042,0.11713945,0.29256737,0.12370502,0.9356613,0.105259046,0.44674546,0.27439204,0.267566,0.5384211,0.27785656,0.25569984,0.24598351,0.21146554,0.2815944,0.2751936,0.15204048,0.20694594,0.17334284,0.2559067,0.18065892,0.15114465,0.1907425,0.15113127,0.46500686,0.36323956,0.35428786,0.28711522
"Zc3h7b",0.12740661,0.07714672,0.08677921,0.14799196,0.013360534,0.047444638,0.05054154,0.040598627,0.05705447,0.09686105,0.5649651,0.023637457,0.14806198,0.07792473,0.18999656,0.13337255,0.062034566,0.17039926,0.046702247,0.19241744,0.04039851,0.060993325,0.037783448,0.05568023,0.0666224,0.08012065,0.05586931,0.046429705,0.03973144,0.057170294,0.10258701,0.08060134,0.04700404,0.25379458
"Zc3h8",0.33346155,0.19498503,0.27725333,0.1672918,0.2355187,0.17730585,0.19372836,0.14246833,0.16321324,0.29729453,0.053133555,0.051444396,0.18849862,0.29463634,0.19652687,0.20790935,0.14348373,0.075636305,0.12049243,0.2265707,0.08715724,0.18055151,0.14049223,0.1531814,0.14897834,0.252812,0.19454727,0.12983096,0.09206702,0.22774242,0.31840554,0.21288222,0.20660621,0.19327302
"Zc3hav1",0.54614305,0.4435857,0.4077161,0.498196,0.74344987,0.503462,0.5236082,0.38489938,0.38637492,0.38620445,0.27451667,0.04655945,0.9192414,1.360411,0.30556872,0.41157585,0.4614094,0.13065735,0.34173018,0.1842647,0.44860578,0.64444125,0.6690976,1.0454658,0.8066405,0.6305649,0.87632,0.79698205,0.51970553,0.9854409,1.1600709,0.6401129,0.61130077,0.47235346
"Zc3hc1",0.24667487,0.14690945,0.117457785,0.12503876,0.055270217,0.04676942,0.043835912,0.045306623,0.066571586,0.11186207,0.04663357,0.062233202,0.06972602,0.024220621,0.12866706,0.12078424,0.03690959,0.084330015,0.08073859,0.21793106,0.02241729,0.045695618,0.04696611,0.040794387,0.037023414,0.041890506,0.04069834,0.027498916,0.023981038,0.035639662,0.13368814,0.04235216,0.044906303,0.04951059
"Zcchc10",1.1185988,0.81091845,0.5025217,0.53665656,0.2421723,0.24267675,0.25940526,0.26493064,0.29851905,0.27449182,0.14437819,0.21824141,0.43168154,0.2640157,0.37070376,0.4659234,0.1506771,0.32176885,0.18094335,0.37480384,0.25414664,0.21926959,0.16890231,0.1802334,0.14833897,0.19247249,0.16595829,0.15179153,0.13530886,0.15566394,0.58299714,0.22321945,0.18666133,0.20010011
"Zcchc12",0.010804765,0.007961028,0.00810548,0.20377879,0.02022616,0.0012199444,0.00037100955,0.002585731,0.0031151045,0.0071275127,0.39850983,0.09393313,0.028541597,0.017508201,0.0039040365,0.16618288,0.009507697,0.06452094,0.06759562,0.6612437,0.007701742,0.0013721781,0.0017029134,0.0011319029,0.0020935435,0.019348443,0.0050493665,0.0012324128,0.00043610108,0.023817334,0.01667153,0.0035949822,0.13694832,0.4578239
"Zcchc17",0.7883416,0.3637732,0.31874838,0.3205258,0.14687453,0.14325559,0.18995734,0.14380541,0.3218392,0.22418155,0.27154055,0.17830999,0.37058863,0.36495999,0.43365294,0.3626682,0.12488255,0.2517005,0.26065102,0.28406635,0.16246416,0.2756813,0.17834671,0.15690812,0.14767125,0.23952243,0.15311715,0.13728468,0.16122046,0.18853253,0.52649647,0.23019259,0.17833321,0.437086
"Zcchc2",0.07604975,0.032103557,0.050716408,0.04871381,0.10440348,0.032694407,0.04537978,0.018780436,0.008691685,0.030706849,0.16742054,0.01753542,0.07243315,0.042382196,0.11588682,0.073943734,0.12595655,0.13590558,0.10620996,0.11704741,0.1182098,0.057416495,0.030900383,0.04281678,0.045630272,0.06698917,0.029371751,0.047834914,0.04313327,0.033118457,0.087870285,0.08681181,0.032825492,0.050646674
"Zcchc7",1.858922,1.241706,1.322952,2.7302208,0.7191004,0.7435781,0.46898878,0.6883486,0.6838411,0.6321549,0.3987638,0.10884666,0.3717615,0.34226683,0.2075302,0.8184292,0.17336275,0.22690645,0.10633598,0.36630973,0.09113422,0.21775755,0.16933517,0.20524804,0.1852993,0.21828179,0.20482907,0.18887885,0.16330793,0.21339276,0.3530477,0.22791292,0.22105193,0.1538324
"Zcchc8",0.32823223,0.1258875,0.17018041,0.26581195,0.14792925,0.08811606,0.12446467,0.08849034,0.17483416,0.10856988,0.30060738,0.08196613,0.2654571,0.2574926,0.17955479,0.11137163,0.14799158,0.13914022,0.08653736,0.106094725,0.08331921,0.12871833,0.09444961,0.097513415,0.07094594,0.08941214,0.08150257,0.08307463,0.08195566,0.07136338,0.18534885,0.1345441,0.0997284,0.13375762
"Zcchc9",0.48849618,0.18644236,0.27764446,0.37302494,0.14013813,0.0720193,0.10932795,0.067889325,0.16560252,0.15434447,0.05315251,0.118189424,0.34271076,0.20105739,0.19543548,0.37959853,0.10381192,0.25453588,0.19052748,0.108737215,0.14495149,0.10749933,0.09241393,0.1141466,0.09444384,0.13778386,0.10967505,0.09290646,0.07625017,0.10669289,0.410847,0.19106658,0.1225283,0.37134448
"Zcrb1",1.3883282,0.53354585,0.4737824,0.8077886,0.27539036,0.2076518,0.29766637,0.20720543,0.66534436,0.34317625,0.24047722,0.50468785,0.88200736,0.55768216,0.6950278,0.58239555,0.20737368,0.38641375,0.407208,0.6095109,0.20561586,0.26988122,0.17428865,0.24628468,0.1566626,0.34800565,0.17738442,0.18625173,0.19587505,0.2071348,1.0987546,0.41035545,0.20299087,0.68565464
"Zcwpw1",0.08930883,0.09168126,0.06473729,0.040608756,0.05794347,0.075200506,0.09530451,0.07687085,0.057113882,0.06662781,0.23300944,0.038489502,0.06515829,0.099387914,0.084983334,0.11488544,0.05152473,0.018784909,0.0710213,0.13566323,0.01951757,0.048704285,0.021200664,0.02425006,0.02373996,0.025612827,0.03371847,0.027194,0.017444763,0.036787216,0.044820774,0.022518238,0.021979386,0.097300336
"Zdbf2",0.02809279,0.032666598,0.018125243,0.029030412,0.039104957,0.030776722,0.057402518,0.020574253,0.14191249,0.038672637,0.06179717,0.019329213,0.021581523,0.050128434,0.04033913,0.18461661,0.0221998,0.030212339,0.018442526,0.16173199,0.010609627,0.024094794,0.025150826,0.022665037,0.03531176,0.059286878,0.03317263,0.035677273,0.012973679,0.038137313,0.05939205,0.112110205,0.04811095,0.26377854
"Zdhhc12",0.8136736,0.15755613,0.23008722,0.32451257,0.17698266,0.12371727,0.17975847,0.1036392,0.4057491,0.1481877,0.38745824,0.2571426,0.6258454,0.6600033,0.2778479,0.3908961,0.17861958,0.5121432,0.1926765,0.29971373,0.2718683,0.19724429,0.1542231,0.20692812,0.1379807,0.24352798,0.15541232,0.1442346,0.14518608,0.1891815,0.9229633,0.2762306,0.1806072,0.2630699
"Zdhhc13",0.29498687,0.0791441,0.12123572,0.19133574,0.058361232,0.046333544,0.0682383,0.04597317,0.09931565,0.06371723,0.29505938,0.035261247,0.095662,0.07249044,0.14685605,0.12469857,0.061046395,0.063115306,0.06445968,0.11581539,0.01986313,0.05603761,0.051424515,0.06447881,0.055500653,0.075281404,0.041728593,0.042442888,0.055080432,0.038521826,0.26241615,0.10333091,0.05760684,0.12129809
"Zdhhc16",0.2646986,0.120211534,0.12611544,0.31837025,0.09507196,0.039503675,0.06590987,0.039038673,0.16440351,0.13026153,0.15303893,0.031001944,0.20314026,0.1457017,0.20603387,0.06922306,0.059944715,0.049263094,0.08990339,0.14068158,0.040620904,0.05091128,0.047329806,0.05846499,0.044129707,0.08579876,0.047319874,0.03899534,0.023823561,0.047118027,0.28230757,0.13765195,0.042189274,0.39918497
"Zdhhc17",0.1079926,0.09370961,0.088982284,0.0994315,0.115021795,0.069851816,0.0839271,0.070307404,0.05869095,0.050993055,0.06990785,0.06424814,0.21669681,1.0783042,0.32901123,0.17755963,0.10325254,0.1203432,0.092122994,0.1114319,0.086917415,0.07956461,0.06068213,0.054532584,0.04687582,0.09076591,0.051035315,0.054862827,0.056918062,0.05661703,0.065173015,0.08011304,0.061652273,0.27206594
"Zdhhc2",0.08375521,0.059820943,0.036686245,0.06137131,0.09386669,0.05042948,0.07891645,0.043573383,0.059295204,0.05425132,0.13552554,0.050106853,0.11015584,0.18547836,0.12688592,0.0434712,0.11372788,0.102964506,0.085283294,0.4233765,0.113246374,0.058357365,0.057970226,0.055165056,0.043888837,0.044660833,0.042385682,0.05002519,0.038174946,0.04597839,0.12895952,0.04474276,0.020185042,0.14329135
"Zdhhc20",0.22063209,0.07309689,0.069480784,0.17990276,0.05460391,0.05500253,0.07832615,0.05119395,0.076784365,0.080498785,0.1766064,0.027444554,0.19184512,0.08342736,0.23814227,0.16244583,0.09896979,0.07072689,0.13058102,0.17571005,0.36125562,0.148636,0.096550055,0.09688827,0.099754386,0.12958315,0.09087652,0.09981705,0.09180125,0.10609036,0.33305386,0.16692625,0.07779824,0.2738092
"Zdhhc21",0.23705846,0.17956911,0.21036763,0.22579375,0.3750803,0.16326192,0.36538064,0.13454276,0.09654119,0.13031092,0.04908661,0.017616764,0.05573314,0.26568308,0.20110142,0.28741324,0.09445471,0.04640205,0.14404939,0.42495215,0.053249903,0.11474545,0.02762377,0.031919762,0.04246925,0.09549621,0.017578445,0.03406071,0.035572942,0.020809798,0.12448496,0.09232222,0.051277388,0.116628766
"Zdhhc24",0.16801241,0.16291344,0.15878998,0.26985678,0.21956751,0.09763173,0.17994072,0.09058052,0.37408447,0.16375436,0.2062991,0.2754389,0.62187254,0.7389948,0.39744538,0.20102221,0.1231617,0.288056,0.25884694,0.10647403,0.23091896,0.20708692,0.10971957,0.105852544,0.06641191,0.2350476,0.05375135,0.080653876,0.08639117,0.0781918,0.28992772,0.19452316,0.09758835,0.39410752
"Zdhhc3",0.464375,0.21302696,0.29063398,0.48167694,0.20447771,0.12467768,0.1318244,0.11165655,0.15567876,0.14205234,0.09396415,0.14151463,0.30726922,0.1822518,0.48103923,0.34150496,0.12116352,0.15399428,0.11002917,0.17442241,0.21371654,0.28008217,0.1415865,0.14010407,0.075581536,0.111698136,0.1127225,0.095254995,0.14871545,0.10446475,0.47684908,0.14627515,0.11353645,0.15588956
"Zdhhc4",0.5272178,0.21810518,0.23065768,0.35321495,0.19363458,0.12840474,0.19454212,0.13638996,0.34262723,0.15602887,0.21091723,0.06615395,0.32565388,0.8632772,0.18050438,0.351667,0.12327853,0.23945853,0.2625398,0.19057794,0.16359803,0.17324522,0.12763315,0.15751979,0.10197001,0.15126435,0.117703564,0.12361677,0.097715765,0.16142139,0.39339525,0.13405868,0.10703152,0.5122191
"Zdhhc5",0.17979357,0.08830032,0.09337421,0.15407546,0.09876313,0.04977526,0.0651419,0.046471484,0.09681479,0.054278232,0.11578996,0.016991733,0.113151796,0.10544105,0.15544122,0.10836475,0.052401654,0.09255153,0.047232613,0.11530805,0.11050732,0.07867898,0.061611023,0.06669918,0.06351791,0.09305502,0.06303106,0.0631187,0.049546815,0.05782806,0.15471488,0.07263003,0.05752156,0.21817356
"Zdhhc6",0.5894889,0.29603612,0.3208908,0.443037,0.26721174,0.18773758,0.24734178,0.17197694,0.22803748,0.21417987,0.2937382,0.08768335,0.2960357,0.34145066,0.3154216,0.16300382,0.14058043,0.18782774,0.11307538,0.24698386,0.19004719,0.1630211,0.15772593,0.22381163,0.18574622,0.2339952,0.18794496,0.19126254,0.1797599,0.1938922,0.48686576,0.2625156,0.21920952,0.29686454
"Zdhhc7",0.11342065,0.061668646,0.09120587,0.086998284,0.10158548,0.048732653,0.06772251,0.04593185,0.07160706,0.050129045,0.6027996,0.09153294,0.35253325,0.32230026,0.18698826,0.15805946,0.07896256,0.22893986,0.25564167,0.29606304,0.46894994,0.090003915,0.08498505,0.07266316,0.05719967,0.0501444,0.064113,0.06790404,0.0700674,0.08313914,0.18225577,0.09390817,0.07800853,0.39914465
"Zeb1",0.32623053,0.1486581,0.1590612,0.26437208,0.12527357,0.1268787,0.13636927,0.10399131,0.19801503,0.12453451,0.5631058,0.09667358,0.28667104,0.26068336,0.6089852,0.23635897,0.18352939,0.05678638,0.048426755,0.098567516,0.0065924735,0.114611074,0.14760633,0.15998498,0.13591594,0.18106368,0.14120726,0.12451964,0.102216,0.15748835,0.34614143,0.15891801,0.17690215,0.4746311
"Zeb2",0.09580632,0.17013377,0.068029605,0.27280498,0.38947117,0.3375846,0.42496052,0.3050981,0.030097429,0.30569786,0.71153647,0.019462492,1.2872398,1.2646303,0.07970789,0.5590999,0.079971656,0.91548216,1.0911726,0.87307304,2.55121,0.9270098,0.16169825,0.01830712,0.006918262,0.04020872,0.002331044,0.17059988,0.531643,0.00592162,0.22399747,0.1294879,0.014540002,0.88077545
"Zer1",0.073351435,0.03266492,0.040223517,0.028898846,0.011059282,0.01560271,0.02426085,0.014589101,0.062493116,0.015422183,0.13696249,0.02999559,0.057497237,0.11568778,0.10660523,0.035377547,0.025388535,0.08921782,0.027761267,0.09471262,0.043416426,0.035501335,0.010098482,0.024115982,0.026722604,0.07212659,0.019269962,0.013853038,0.020898363,0.025761567,0.065993056,0.07430574,0.030539503,0.067279406
"Zfand1",0.6890357,0.53131807,0.49997976,0.7182746,0.33457035,0.22574817,0.32503653,0.19791134,0.60024345,0.22610348,0.1837503,0.40446562,0.60081875,0.3358209,0.63758516,0.47418988,0.37747437,0.22064583,0.3024761,0.49063224,0.25427812,0.20878978,0.29491693,0.3540787,0.27235395,0.2898689,0.36156553,0.26177967,0.17060052,0.4058985,0.49820706,0.35662746,0.3076472,0.33673412
"Zfand2a",0.36625853,0.16850077,0.24129432,0.5664902,0.10819767,0.16193198,0.09378483,0.08195184,0.46650058,0.1068137,0.18727724,0.04677996,0.96019316,0.25107452,0.2528887,0.12049471,0.20513572,0.046627663,0.394248,0.2045954,0.29408273,0.3643366,0.055423856,0.07041355,0.13351206,0.13863204,0.14827305,0.12740399,0.12345376,0.24476156,0.20955722,0.13601339,0.15014228,0.26106933
"Zfand2b",0.54422575,0.20998184,0.26134375,0.4332187,0.17784154,0.15737878,0.18066765,0.14770524,0.38323215,0.14940822,0.22082697,0.16096014,0.3133587,0.20820856,0.36414263,0.24041896,0.2582201,0.12499529,0.1061863,0.1629086,0.15757379,0.27847993,0.2174781,0.2536872,0.18809429,0.25032806,0.2184866,0.23356766,0.2020871,0.24704699,0.61291546,0.22808938,0.16334555,0.061301477
"Zfand3",0.3466347,0.3497002,0.278176,0.15048847,0.130995,0.15401155,0.13723876,0.11979435,0.20421614,0.19623464,0.6306082,0.082278416,0.23914397,0.23308642,0.37229913,0.3916529,0.16358638,0.2645507,0.1901941,0.11017335,0.19082695,0.20340769,0.117914855,0.12576464,0.104376614,0.18342647,0.10402683,0.11433926,0.08777987,0.11251393,0.30741972,0.18932053,0.13346773,0.5426337
"Zfand4",0.5333952,0.5209917,0.44052097,0.79509103,0.038073972,0.0344237,0.044504948,0.026944976,0.2294065,0.023369746,0.11930529,0.033136405,0.076812066,0.07484244,0.03946002,0.21058105,0.048528653,0.04145856,0.05276698,0.12577881,0.010085945,0.040996846,0.04759124,0.036339372,0.04162107,0.025883384,0.04443351,0.037750825,0.032685213,0.042269114,0.108328216,0.03611194,0.02338473,0.073475465
"Zfand5",0.6196602,0.26522171,0.35114825,0.3869169,0.29935652,0.4188143,0.40850896,0.21764947,0.60718715,0.41606808,4.8706965,0.061963115,3.6564937,0.5898112,1.0426412,1.254291,2.1696134,1.8106833,1.5702981,0.09928174,2.0246525,0.8435876,0.5035526,0.49810708,0.45662284,0.6513328,0.26174185,0.47541052,0.2644194,0.4185914,0.6243897,0.593362,0.42866877,1.5712289
"Zfand6",2.0924523,1.2352148,1.7853969,2.1707282,0.4109596,0.29894185,0.59875506,0.2823963,0.5537225,0.3309141,0.80946577,0.34292534,1.2181946,0.4925873,0.75559264,1.7500311,0.23407337,0.4503654,0.5937,0.12417343,0.35948235,0.3666944,0.21433996,0.27854288,0.18833068,0.46164006,0.20651071,0.205633,0.240299,0.22460671,0.68103015,0.41088128,0.24014397,0.3132638
"Zfat",0.26144758,0.29235727,0.24518673,0.43070474,0.042983066,0.023039768,0.049652074,0.018660791,0.4024149,0.036533996,0.0427115,0.035094988,0.052674357,1.9948548,0.028434752,0.070478655,0.02703208,0.04109015,0.048440345,0.13266975,0.0115944,0.025447294,0.02157514,0.013524045,0.01627373,0.06316111,0.015605618,0.0129500115,0.019731862,0.018602481,0.049958017,0.048016567,0.022194872,0.044190127
"Zfc3h1",0.39550412,0.2678637,0.2886802,0.30863744,0.22916235,0.19081958,0.22268742,0.15922995,0.23731293,0.20474635,0.37810627,0.037520755,0.38912037,0.3455546,0.22987452,0.22534463,0.26459366,0.18685558,0.08044094,0.18345323,0.24316935,0.23262116,0.19769882,0.2191725,0.14588429,0.15271676,0.15325163,0.18662174,0.1345045,0.17753582,0.37267774,0.1910064,0.17948489,0.2280795
"Zfhx4",0.58921003,0.67335474,0.6824178,0.9968136,0.9961751,0.58960783,0.23235936,0.5297054,0.90094614,0.9831983,1.0853739,1.1238081,0.98935026,0.8649068,0.9108375,0.9001868,0.9218719,1.0103681,0.9685502,0.978681,1.1159577,0.93177134,0.9481472,0.7060533,0.6258746,0.7321255,0.5292093,0.92665714,0.60162514,1.0570211,0.8705669,0.77854884,0.7146996,0.9725802
"Zfp106",1.5552737,1.0409434,1.034483,1.0635186,0.19750488,0.2105517,0.2819827,0.18770322,0.25662133,0.16900858,0.06643906,0.1222605,0.7236108,0.4036144,0.39591414,0.7173349,0.19034828,0.4694099,0.6269934,0.2778477,0.635852,0.20577155,0.14812633,0.16397607,0.1355451,0.27950084,0.15611754,0.13641144,0.13288288,0.13310747,0.34444508,0.2764916,0.1541655,0.5017847
"Zfp113",0.08251907,0.05185652,0.07266146,0.055419765,0.023372045,0.026666356,0.029947985,0.01740869,0.03759055,0.045412816,0.09273111,0.042195536,0.07938967,0.042917613,0.033967476,0.076157846,0.035795987,0.014316004,0.013341947,0.1131786,0.020032354,0.024666058,0.0056155124,0.025095746,0.02653959,0.0042704353,0.011370162,0.023425933,0.015159701,0.028191544,0.024494933,0.016452106,0.023355614,0.06610034
"Zfp12",0.08510052,0.061138857,0.057925798,0.12572369,0.088149205,0.044051602,0.062534794,0.03502195,0.08571164,0.062418304,0.08612605,0.03411368,0.08789547,0.1785994,0.1436969,0.26053298,0.06710225,0.04445258,0.055722427,0.14516032,0.084026776,0.046928465,0.056476142,0.0484079,0.03415999,0.054216284,0.046629343,0.039026175,0.036891866,0.04913821,0.123174205,0.041256443,0.041797325,0.1375851
"Zfp131",0.4699867,0.24935982,0.27622604,0.1804068,0.22090338,0.25240213,0.23118362,0.20023489,0.19504002,0.3145928,0.27916646,0.04505883,0.40616527,0.32351524,0.2664486,0.34073588,0.4428326,0.21892877,0.22295041,0.19823077,0.1538813,0.29618475,0.24348666,0.33590963,0.2993993,0.26493514,0.2850785,0.25734156,0.21463075,0.34005973,0.61959374,0.30542633,0.21606305,0.3421711
"Zfp14",0.101360835,0.10641383,0.12822287,0.18485363,0.07657915,0.10271705,0.12427531,0.11373876,0.097472794,0.044962294,0.050268266,0.04431969,0.12168371,0.092052534,0.14776559,0.09876583,0.076506004,0.035489205,0.044990055,0.10247204,0.0425039,0.06825131,0.04921883,0.07334661,0.0718389,0.09088283,0.10298998,0.082073085,0.06631991,0.11029316,0.13135104,0.0665801,0.09123753,0.045803193
"Zfp143",0.3612577,0.16662742,0.16978285,0.210827,0.17072338,0.099333905,0.11044856,0.106547825,0.13166718,0.09336977,0.17906372,0.060855616,0.22328646,0.09751811,0.12812747,0.12414341,0.09833065,0.13209626,0.109659925,0.121866904,0.13540375,0.1087694,0.1290748,0.11640741,0.10170035,0.11339784,0.09150778,0.06440627,0.08636685,0.092195734,0.21680059,0.13536339,0.09308489,0.31688404
"Zfp146",0.39094326,0.17505355,0.1911479,0.25221133,0.19777903,0.14310004,0.17287184,0.12770484,0.25365183,0.22434683,0.14116341,0.11630109,0.34253493,0.25541353,0.2661803,0.19954628,0.11559335,0.10193868,0.034560893,0.18049611,0.09855979,0.12504683,0.13960771,0.17296948,0.15360548,0.15615244,0.14904891,0.13385028,0.10807543,0.17827232,0.3073393,0.15259068,0.16756827,0.08721714
"Zfp148",0.6643401,0.49107522,0.40069053,0.23811667,0.26351777,0.26997167,0.316375,0.24814688,0.2899535,0.29313642,0.38756028,0.10234019,0.3793706,0.3599163,0.3984841,0.5791836,0.26694,0.38813734,0.22401614,0.5889367,0.2410771,0.3686517,0.23006694,0.27765933,0.22776094,0.25894362,0.2752578,0.23400033,0.24409096,0.28422242,0.45030248,0.25466296,0.2563863,0.21436965
"Zfp160",0.13413684,0.096119925,0.10886756,0.09681,0.07455629,0.101005696,0.10087885,0.08985335,0.09714982,0.08419248,0.14280353,0.03237634,0.109063245,0.15192603,0.26678994,0.24195687,0.10958497,0.08898025,0.08702344,0.10045986,0.087753616,0.115119725,0.09161687,0.09960487,0.096645735,0.118751615,0.09465991,0.08394255,0.07356021,0.096027166,0.16380814,0.12560706,0.09283428,0.17282659
"Zfp207",2.2316134,1.1966722,1.1003469,1.138593,0.54769325,0.5217937,0.69006884,0.50385785,0.9346194,0.8144291,0.7918896,0.39322498,1.5365995,1.5256283,1.1499062,0.827634,0.6605858,0.5996408,0.7055196,0.5263949,0.70238036,0.7949993,0.48490736,0.62632596,0.4835284,0.7132799,0.4843183,0.50373954,0.4895657,0.513743,1.5431753,0.7967255,0.6060801,1.6945466
"Zfp217",0.15454878,0.11011973,0.10737092,0.04937539,0.08532012,0.094882615,0.1517165,0.0936362,0.08266664,0.12488861,0.19816917,0.029042505,0.52841,0.22704628,0.07347912,0.17040898,0.21801943,0.18250231,0.1620252,0.11610974,0.26750773,0.15959522,0.050397113,0.115887225,0.09594845,0.12488812,0.09691168,0.10016094,0.13854799,0.117801346,0.20839886,0.12678942,0.07185081,0.13161126
"Zfp236",0.15888692,0.07672524,0.1064455,0.13162936,0.077998936,0.060941983,0.08331027,0.052046433,0.06301311,0.047106814,0.1009475,0.048623107,0.072902136,0.08740018,0.10061581,0.11034021,0.068788216,0.102283336,0.054613803,0.1263516,0.07126039,0.078802325,0.052626017,0.06043789,0.06672582,0.06570855,0.0691739,0.068860136,0.0512571,0.061747544,0.13047512,0.1115429,0.060942207,0.09173021
"Zfp24",0.48480132,0.30713025,0.27085745,0.48260212,0.2828202,0.31099755,0.33135685,0.26763263,0.3677412,0.2542065,0.2948898,0.07813381,0.47518978,0.5535671,0.43604264,0.21850692,0.30647585,0.24841307,0.21491504,0.1022613,0.27599904,0.2881267,0.28709897,0.30025288,0.256845,0.23607954,0.26272124,0.21777259,0.20969334,0.28599155,0.36721107,0.28604904,0.26733983,0.30050924
"Zfp248",0.08220634,0.059900463,0.06414997,0.0743351,0.055802554,0.051777706,0.056970946,0.043008573,0.08528884,0.026082605,0.042849604,0.019718328,0.07534411,0.06936036,0.10379282,0.092392236,0.065771796,0.043179635,0.0155711565,0.100552075,0.0066498555,0.03526248,0.018891694,0.0379929,0.048427425,0.044467095,0.0352309,0.029211247,0.024972234,0.04233427,0.05157686,0.051053666,0.034117382,0.068805575
"Zfp260",0.06594618,0.04353713,0.06731459,0.034253094,0.029299159,0.045204286,0.0598678,0.0519538,0.041830532,0.11081032,0.06522758,0.027862525,0.0743428,0.057658203,0.123733886,0.37890074,0.042377003,0.13330409,0.06425424,0.20379396,0.03162567,0.053478036,0.045727678,0.020977361,0.03822675,0.046769273,0.042760465,0.031465042,0.036023967,0.048809353,0.10568766,0.038735077,0.0451424,0.0439187
"Zfp263",0.11043838,0.08562003,0.097468905,0.064711854,0.05233223,0.08882832,0.084512144,0.059480432,0.092049435,0.17997922,0.11333977,0.029907845,0.1710293,0.1028288,0.14733617,0.064006805,0.06613541,0.12811293,0.10817764,0.11178511,0.095234446,0.07057004,0.059067756,0.053658478,0.06509448,0.07228831,0.08879383,0.041296963,0.051301796,0.09824361,0.11830395,0.08325378,0.07339068,0.074829325
"Zfp266",0.12398627,0.039197344,0.06186413,0.114469446,0.1108732,0.079693034,0.07647953,0.06914808,0.060621418,0.07622994,0.09405816,0.03192521,0.12612413,0.12501992,0.078190215,0.23211795,0.076833166,0.040021323,0.06371521,0.1783998,0.051859956,0.15233925,0.07592089,0.07821599,0.06019703,0.11289247,0.07435197,0.069611266,0.08686392,0.07982554,0.17433253,0.11938376,0.08720023,0.13022597
"Zfp276",0.029695371,0.013213675,0.04693934,0.044118255,0.05798743,0.076556586,0.094204,0.07815896,0.08068214,0.097604975,0.0885349,0.05052761,0.08787556,0.16742623,0.1854159,0.07666807,0.15101522,0.0328174,0.15954064,0.102334045,0.075557254,0.23243889,0.14832856,0.13896044,0.117770255,0.065092094,0.17898968,0.14535171,0.15940614,0.19354236,0.19555576,0.091779746,0.09533217,0.23957297
"Zfp277",0.26882568,0.2144205,0.21815352,0.20148142,0.19547953,0.12560765,0.19136646,0.11686485,0.21397889,0.10453145,0.523094,0.1842898,0.49311808,0.12652108,0.17989723,0.21876957,0.115059435,0.16428065,0.24188203,0.12497865,0.24873401,0.15007928,0.15331323,0.18833041,0.12446124,0.1954062,0.19446562,0.18040276,0.12902363,0.2080881,0.32039794,0.21608548,0.16253571,0.22276703
"Zfp280d",0.3564365,0.39515275,0.27277222,0.47539756,0.119216464,0.09371221,0.12400025,0.071578525,0.27279362,0.08132396,0.12454492,0.10828668,0.28609157,0.18473081,0.48975697,0.27600262,0.19701718,0.1252982,0.11618584,0.41859534,0.13053496,0.13031107,0.06672273,0.10208791,0.08534968,0.20318423,0.06986522,0.065545574,0.069184355,0.09435341,0.14536776,0.16283016,0.099731095,0.120492205
"Zfp281",0.3007009,0.18623869,0.22892621,0.20046104,0.1269706,0.12129367,0.109694235,0.107705094,0.22325437,0.12857887,0.38494512,0.1005366,0.2010095,0.18511333,0.30253983,0.2591653,0.095043965,0.09217609,0.28036973,0.21343412,0.22052889,0.111610584,0.09446999,0.14924346,0.12730995,0.32240564,0.1582027,0.10645373,0.11018553,0.20251442,0.24795687,0.36135453,0.21470304,0.2587879
"Zfp292",0.8668091,0.48514384,0.67743295,0.9724346,0.27181372,0.35114303,0.38929674,0.29409033,0.49212566,0.37971795,0.17312129,0.033262,0.46589246,0.5353166,0.451722,0.5316189,0.37194267,0.25422904,0.16842432,0.3005652,0.2131123,0.2850391,0.23335914,0.27232853,0.25082135,0.3414648,0.25907016,0.25187865,0.22076803,0.28565142,0.58092207,0.41324496,0.41249487,0.2985139
"Zfp296",0.42867726,0.34520382,0.21484904,0.42897403,0.111742854,0.12979764,0.21117364,0.08154741,0.30963147,0.163334,0.5454558,0.25241512,0.31221187,0.17973626,0.0067716492,0.11432997,0.07554251,0.08239338,0.09854957,0.107948974,0.0147967115,0.10758612,0.04518712,0.01120523,0.0024395434,0.010621635,0.0051440354,0.030657867,0.031015666,0.004467953,0.029376965,0.017940039,0.010107131,0.051986344
"Zfp317",0.13028868,0.084352195,0.11100559,0.06934653,0.041124646,0.08010806,0.07619651,0.07701165,0.090720415,0.11033613,0.09089229,0.034977544,0.15189338,0.10938535,0.09639967,0.07815919,0.11422501,0.048074048,0.07536063,0.118134566,0.0832341,0.07831007,0.05839044,0.07303585,0.03941881,0.0646071,0.06370262,0.04970531,0.056449756,0.057627685,0.11520726,0.09235276,0.06819577,0.0902985
