"","B_Cycling","B_GC_DZ","B_GC_LZ","B_GC_prePB","B_IFN","B_activated","B_mem","B_naive","B_plasma","B_preGC","DC_CCR7.","DC_cDC1","DC_cDC2","DC_pDC","Endo","FDC","ILC","Macrophages_M1","Macrophages_M2","Mast","Monocytes","NK","NKT","T_CD4.","T_CD4._TfH","T_CD4._TfH_GC","T_CD4._naive","T_CD8._CD161.","T_CD8._cytotoxic","T_CD8._naive","T_TIM3.","T_TfR","T_Treg","VSMC"
"Endod1",0.17150919,0.09305616,0.14305961,0.037072137,0.1895879,0.09034132,0.09477014,0.07320283,0.0027727215,0.11905815,0.049536686,0.02722886,0.08331798,0.014395735,0.61528087,0.080807865,0.0067758095,0.07231472,0.02727158,0.12622948,0.013898485,0.0547866,0.03714877,0.03313936,0.024910811,0.01968034,0.012822997,0.028932111,0.029199941,0.0126511315,0.0923484,0.029303418,0.030562213,0.4398263
"Endov",0.132359,0.08082543,0.059975795,0.07235257,0.04772258,0.070538715,0.09717198,0.078138456,0.11294754,0.03905374,0.046834975,0.033621415,0.23796757,0.1359406,0.27860144,0.08581893,0.18531117,0.14189391,0.055622853,0.10413141,0.0718757,0.08649989,0.047923144,0.08363862,0.05201395,0.07149273,0.053553533,0.06861522,0.039674565,0.06227976,0.15230925,0.086095974,0.06837112,0.06537554
"Eng",0.018267758,0.012811449,0.024961958,0.07736481,0.05281076,0.03174685,0.029071046,0.03716949,0.015296242,0.043764357,0.24147525,0.044657487,0.26943156,0.100101374,10.634527,0.11469936,0.1992392,0.36185306,0.13540424,0.11506077,0.23009974,0.0728097,0.012883664,0.028130708,0.027324317,0.0024760473,0.01285962,0.040583286,0.031111475,0.011440743,0.020659527,0.027545284,0.009569584,0.9829689
"Enho",0.008747817,0.0010172827,0.004508926,0.6737573,0.12390242,0.0005170493,0.00018601786,0.00022290682,0.0032244576,0.018090388,0.88079345,0.4056023,0.7996165,0.12227547,0.006875998,0.532431,0.022138588,0.36455134,0.4748183,0.8511379,0.077636,0.0016857937,0.0031473655,0.0036999397,0.0008260585,0.0006625131,0.00042250496,0.0028041175,0.0008580838,0.00093740976,0.029561084,0.0027621554,0.0017675902,0.8294491
"Eno1",7.2796364,1.5751894,2.4380364,3.1776407,1.097976,0.7535862,1.1482878,0.7530492,1.2214538,3.9147542,3.893363,3.3165448,5.572138,1.4322758,2.1975763,1.574506,1.2282934,3.5034735,1.7463247,1.2788064,2.150158,1.3054993,1.2057312,1.446853,0.7587444,1.3680947,0.9168527,0.85141015,0.86478525,1.0843973,7.060574,1.8804573,1.092656,2.3495038
"Eno2",0.63952786,0.2069593,0.2724306,0.69020003,0.10595113,0.010013842,0.09209881,0.011435792,0.29874486,0.036976058,0.049882125,0.03687476,0.032690812,0.062903434,0.040237155,0.03697755,0.0047871987,0.045041814,0.046957858,0.21816431,0.018172024,0.016918888,0.11910341,0.1306726,0.13961357,0.08302487,0.10262544,0.13597172,0.11245437,0.11676445,0.22214787,0.076030456,0.090483926,0.31352955
"Enoph1",0.9228576,0.35528523,0.416363,0.5023968,0.19295546,0.15482526,0.17190523,0.1453538,0.29791254,0.3321465,0.14836432,0.071677245,0.43343723,0.32815075,0.3278436,0.20075187,0.15735109,0.20970334,0.074573494,0.17687248,0.16786301,0.22019292,0.17734195,0.21057431,0.16451006,0.23082978,0.18404838,0.16102897,0.16125421,0.20558144,0.57257164,0.2577816,0.19986142,0.3694756
"Enox2",0.147012,0.1277349,0.10463465,0.10582039,0.06386395,0.05511798,0.0629817,0.051606126,0.18508613,0.08701259,0.22032967,0.017973956,0.12721837,0.13013555,0.1443059,0.15025385,0.058252864,0.041548878,0.06471402,0.1312974,0.09153396,0.044339694,0.06735667,0.06257798,0.04223693,0.13311364,0.06149115,0.030406311,0.039871134,0.057738807,0.31362453,0.1563569,0.10971596,0.17025802
"Enpep",0.00042806042,0.00084501534,0.00059341744,0.027709858,0.008653709,0.00043784807,0.00015421656,0.00021765602,0.0022648391,0.005039997,0.04944749,0.020134123,0.011827073,0.017412748,0.0029356126,0.030278683,0.009113377,0.019414734,0.018677777,0.14871465,0.005450678,0.006045872,0.0017823674,0.0005782869,0.0004039657,0.0005414831,0.000566801,0.00090469496,0.0007868094,0.0014981398,0.0053211665,0.002075682,0.0011137739,0.76773036
"Enpp1",0.016297342,0.0039355387,0.0045096716,0.030491875,0.009133633,0.0045809215,0.00034095306,0.0027983647,0.0022636233,0.005480999,0.08157933,0.26713026,0.27898562,0.009808447,0.005902298,0.23104945,0.19021517,0.02062972,0.017677093,0.21485604,0.005900984,0.005569198,0.004960319,0.0013328682,0.0008252287,0.00056793576,0.0003024846,0.0022616002,0.00059239566,0.0008356231,0.006014854,0.0018751465,0.0007077841,0.07023091
"Enpp2",0.0014051192,0.00093536783,0.0005736238,0.02780112,0.024676792,0.0011150063,0.004851076,0.0007963227,0.014514795,0.009338147,0.65453744,0.11975132,0.7687925,0.3160413,3.6110885,0.7734352,0.0029956803,4.2440324,0.9477802,0.37375465,0.13586067,0.0046452526,0.0039024262,0.007694915,0.008540265,0.013504197,0.012751897,0.006706276,0.0032481246,0.020185644,0.024827566,0.01911497,0.0014471558,0.05006153
"Ensa",2.549909,1.1172907,1.1243792,1.2621685,0.7141339,0.6190858,0.75662476,0.5779066,0.872228,1.0818512,1.7777722,1.9375548,2.3245628,1.2586277,1.3228837,0.8097368,0.76360625,0.82797515,0.9852804,0.6080254,0.63435566,0.87747,0.6341322,0.6792046,0.5242993,0.76642084,0.5288517,0.61792713,0.59245306,0.59847665,1.8284535,1.0030828,0.52726686,0.90428406
"Entpd1",0.089372255,0.0345175,0.11741363,0.22492628,0.39611316,0.24661012,0.4481241,0.25659576,0.5573978,0.5935058,0.378667,0.10370521,1.6247551,0.039698992,0.814541,0.17704356,0.25314057,0.4159808,0.51829135,0.119112656,0.3997141,0.30901444,0.0025179703,0.024792317,0.0069091795,0.022049282,0.0011214293,0.00946449,0.023705518,0.0028444184,0.4114781,0.14091764,0.3933604,0.3634474
"Entpd2",0.40570897,0.82772046,0.5897644,0.9574135,0.9215843,0.72802645,0.08453559,0.28565633,0.8646728,0.97673714,0.9448094,1.064877,0.9700961,0.9766316,0.94913256,1.0466846,0.87895864,0.98204887,1.0130696,0.9715786,0.87853813,0.7920626,1.0261406,0.67317504,0.4599656,0.6497023,0.4417501,0.78623354,0.59033525,0.8265384,0.99425054,0.95633787,0.71317214,0.98499995
"Entpd3",0.0004898882,0.00071410503,0.00065131794,0.06345569,0.012206595,0.00044782713,0.00015032206,0.00044523488,0.0021692012,0.005860027,0.12356036,0.033232294,0.014482307,0.011454851,0.016594017,0.058690418,0.0036674736,0.026549976,0.028060896,0.44536343,0.006248466,0.0012438112,0.0017299547,0.001000031,0.0003762503,0.0005775845,0.0008554948,0.00085446826,0.00045571348,0.00081623445,0.006950278,0.0021003096,0.00065472716,0.7442264
"Entpd4",0.54578704,0.42927414,0.41120788,0.37940654,0.10708772,0.08920777,0.1669438,0.07375419,0.40170753,0.12893945,0.2725781,0.04471567,0.19669703,0.40150988,0.077129304,0.3714112,0.12124169,0.23568952,0.10136975,0.101587206,0.10563232,0.0995642,0.07313805,0.12169944,0.1071554,0.14592586,0.1140464,0.10096982,0.07760647,0.10826946,0.23947604,0.12902224,0.119402036,0.22238882
"Entpd6",0.031805247,0.022361986,0.027146876,0.24815357,0.04924362,0.04560943,0.056886222,0.047385976,0.20104916,0.071704745,0.075785644,0.07740115,0.2588653,0.15966198,0.15418458,0.028673036,0.15185368,0.07117102,0.10002043,0.29963756,0.17265417,0.06746864,0.080444664,0.07903853,0.068268895,0.04356087,0.08432845,0.07468158,0.06080967,0.086008474,0.14890078,0.09372817,0.07122919,0.19628017
"Eny2",3.790693,1.1700944,1.0653489,1.0957404,0.72353417,0.56762,0.6887263,0.53933823,1.2990557,1.0085981,1.3570104,1.1924545,2.3440037,1.5072522,2.061558,1.450193,0.6688542,1.0074842,0.8332023,0.60789806,1.598913,0.6534712,0.48685482,0.5785635,0.44998476,0.6007225,0.5142453,0.52718836,0.49132505,0.59240526,1.8008384,0.72828555,0.49250495,1.5319979
"Eola1",0.1672948325,0.0924161125,0.095321145,0.1326523825,0.11195883,0.067656612,0.111629938,0.0523327075,0.233892085,0.0739451255,0.3139865,0.0668475965,0.319537895,0.31524177,0.037457438,0.095280235,0.160124345,0.13125925,0.058019601,0.18734064,0.11097415,0.10678139,0.0370409585,0.09958164,0.122887137,0.097139665,0.085453665,0.10171502,0.0525067025,0.11100223,0.142710295,0.106091655,0.094270083,0.16891916
"Eomes",0.0010414191,0.0018675255,0.00087878556,0.021760646,0.007879883,0.0009557621,0.0005841743,0.0002664352,0.006800434,0.0041612186,0.044243567,0.020851694,0.01783246,0.008186755,0.011157418,0.024425354,0.027324304,0.015495337,0.014608719,0.1269594,0.0061977576,1.0984377,0.34473974,0.011061977,0.0051919403,0.0070509827,0.01052054,0.08401731,0.6607156,0.030685537,0.82403135,0.0049884846,0.005296313,0.042448968
"Ep300",0.39177752,0.24956071,0.25886843,0.23603877,0.14474383,0.15327112,0.21092871,0.1381914,0.22923991,0.1630691,0.2644878,0.086529784,0.61473227,0.5092317,0.25972027,0.27646908,0.19379665,0.035170257,0.20744394,0.25964764,0.37398443,0.16935448,0.13363783,0.14691794,0.13014688,0.18579796,0.102589935,0.12523751,0.15037118,0.13029195,0.36184627,0.17714714,0.15601616,0.20179458
"Ep400",0.3283259,0.14488095,0.14767413,0.20182103,0.06684623,0.09163776,0.13149725,0.09383992,0.18309464,0.118138306,0.13842432,0.019486286,0.24721132,0.299789,0.23367175,0.14900164,0.085932374,0.114846036,0.12436264,0.11227586,0.057629675,0.13042952,0.11109628,0.12026142,0.11789539,0.17075309,0.1185259,0.109266095,0.10546866,0.13817328,0.3424663,0.17247818,0.13383669,0.23942316
"Epas1",0.0013312148,0.0022278696,0.0024103073,0.02786557,0.008651229,0.001022641,0.0004171146,0.0002608615,0.013563104,0.0046206964,0.09559018,0.027784172,0.03830775,0.017822374,4.719422,1.4674836,0.34056017,0.12055379,0.15127695,0.2409117,0.038783994,0.05706797,0.010582029,0.0036863578,0.016447445,0.0016844069,0.0014805163,0.05132497,0.02269744,0.0034118034,0.0110596595,0.013210655,0.021664858,2.6824784
"Epb41",0.26362553,0.15424779,0.091063336,0.029943818,0.20259275,0.15952574,0.21750604,0.1246024,0.24640085,0.18374231,0.043472346,0.10891473,0.32888404,0.24418837,0.18209209,0.12423842,0.17201203,0.066867776,0.09889498,0.12042635,0.15130332,0.3162866,0.34176406,0.4699861,0.3764352,0.57896334,0.40515968,0.40739483,0.36326665,0.39479613,0.6490805,0.70431864,0.5129405,0.036858585
"Epb41l2",0.28191552,0.047707222,0.10526734,0.10347156,0.06467977,0.09726536,0.06694894,0.08841221,0.090089366,0.07694394,0.3917806,0.087679096,0.45042613,0.04263035,0.47471347,0.3041143,0.016819848,0.6307018,0.66066504,0.114122346,0.13053213,0.024624659,0.0043167006,0.02445218,0.01393577,0.0054305983,0.012025762,0.020182256,0.0046455036,0.016343402,0.04816308,0.03143957,0.02015106,1.0685493
"Epb41l3",0.001398818,0.0008366213,0.0008878166,0.026251322,0.009031297,0.00060376374,0.00030835837,0.00056169584,0.0028515214,0.0044190516,0.14753924,0.037213594,0.3198875,0.02235665,0.21929248,0.4059351,0.02441726,0.616894,0.6048804,0.14007476,0.52235895,0.0022595613,0.001668928,0.0006952366,0.00090222055,0.0022120168,0.0065443274,0.00087244593,0.0015910957,0.0019630056,0.035652373,0.0017879971,0.00063152506,0.32723036
"Epc1",1.1863816,1.0243421,1.0388638,1.2170697,0.63743037,0.556724,0.6526595,0.51960915,0.70219785,0.51280206,0.37661168,0.074385256,0.88879704,0.8870701,0.54372966,0.9056377,0.77516854,0.1649863,0.360626,0.39387095,0.39424342,0.64423954,0.515222,0.6446071,0.6275695,1.1788979,0.62514085,0.59732294,0.4755302,0.605783,1.2232074,1.112568,0.6649068,0.47461253
"Epc2",0.1279273,0.08531067,0.07439712,0.12271655,0.083214305,0.066065475,0.07846668,0.059532586,0.04855711,0.04039858,0.12618181,0.01925081,0.060880087,0.10703763,0.06978645,0.049931075,0.10616602,0.029764878,0.07213985,0.21039149,0.1076878,0.08648859,0.069025286,0.08436367,0.0747936,0.07944595,0.070521325,0.07715037,0.045758348,0.0779324,0.10931888,0.072044194,0.05056172,0.060989477
"Epg5",0.09642836,0.05273804,0.05539706,0.06475309,0.028693331,0.0335435,0.045722477,0.036085587,0.024574535,0.032236613,0.08189124,0.021183293,0.07395489,0.14440297,0.09422621,0.11192174,0.15363249,0.07806024,0.03974481,0.21566708,0.08549142,0.12355987,0.06095584,0.0553388,0.04233074,0.06535365,0.039470132,0.052892458,0.03836981,0.04604199,0.04624971,0.0656883,0.0434973,0.08459073
"Epgn",0.0005076575,0.0008460015,0.0011996609,0.04846764,0.011783746,0.000480314,0.00017966436,0.00019124521,0.0022201235,0.005471691,0.10719345,0.028733777,0.014633007,0.0100386245,0.0030782996,0.0431688,0.09548174,0.024638908,0.023898419,0.37769666,0.006107408,0.0012724648,0.0016308222,0.0005804445,0.0077925827,0.0005249384,0.0042636115,0.0044122064,0.00041432126,0.0012532893,0.006056415,0.0019022968,0.0007414176,0.10855912
"Epha2",0.00045744042,0.00089369185,0.0006309095,0.027037181,0.008810581,0.0004366484,0.00019575852,0.00023343504,0.0019256064,0.0049636327,0.04716157,0.019629449,0.04148339,0.68199605,0.21873255,0.08789628,0.0030057319,0.03489611,0.016501356,0.11508609,0.0051483065,0.0012209996,0.0017994563,0.002073473,0.000384661,0.00053448114,0.00033772123,0.00083688967,0.00041390632,0.0006985099,0.005129634,0.0018693153,0.0015636944,0.23782954
"Epha3",0.7788442,0.83450675,0.7661892,0.918916,0.8749507,0.63273674,0.40209004,0.4905632,0.8920925,0.96733594,0.9101596,0.9620258,0.936709,1.0434836,1.0064313,1.0302186,0.9387853,0.91948587,0.9398263,1.0868337,1.0900849,0.9518363,0.9692424,0.7777294,0.7448694,0.7295475,0.5727244,0.908538,0.63895965,0.9656327,1.0662789,1.0063109,0.889845,0.9880761
"Ephb1",0.0024486505,0.0014229721,0.00065521314,0.024692068,0.007377952,0.0003933967,0.00031388292,0.00019504079,0.0018795892,0.0046164826,0.082503244,0.01939471,0.010726115,1.0774032,0.0171532,0.028697705,0.0030478165,0.030880217,0.016705345,0.11739636,0.0052248198,0.0011535947,0.0015571287,0.0006923261,0.00094919186,0.0012868,0.00035376253,0.000861763,0.0011412138,0.0007498713,0.013766749,0.025052555,0.003868871,0.048653163
"Ephb4",0.004470818,0.0008803428,0.0048705544,0.024131909,0.015760068,0.0030897204,0.003697659,0.0021318137,0.0017509534,0.0072994977,0.049321312,0.018876756,0.021371864,0.00798721,0.6586174,0.05299811,0.005555676,0.032000426,0.01716528,0.11317763,0.014483776,0.0011348915,0.0016683752,0.0018766021,0.00093064253,0.0025799146,0.0041084667,0.00087381224,0.0006209431,0.011174891,0.0057942024,0.0026362156,0.0029744687,0.18710443
"Ephb6",0.009282711,0.0019169883,0.0008828188,0.026622454,0.06876386,0.04497618,0.08616644,0.049297076,0.015033315,0.013248428,0.087509364,0.020920563,0.06818794,0.05006307,0.0030153873,0.107842825,0.08322231,0.02841498,0.05983513,0.18641664,0.06829998,0.008422779,0.027749468,0.08200623,0.17353052,0.32992944,0.16967443,0.04982158,0.034072965,0.060607463,0.14748418,0.27130392,0.19269137,0.308884
"Ephx1",0.011231935,0.0077386117,0.0045663114,0.025006248,0.00850827,0.00976729,0.0098345,0.007135839,0.07353717,0.021965038,0.047487106,0.030172396,0.060197495,0.0381615,3.1874084,0.23137817,0.07091142,0.21056005,0.042983353,0.11259785,0.053051684,0.0048142322,0.009454431,0.0016616498,0.0008776127,0.0036370214,0.00375863,0.008143033,0.003669576,0.0165233,0.012438982,0.0052576996,0.0030096537,2.6030583
"Ephx2",0.018907212,0.0052608405,0.012641111,0.062607706,0.01576404,0.0037823904,0.030082123,0.0019131112,0.055660136,0.0043662232,0.3520502,0.018197645,0.052598756,0.027612254,0.2857917,1.7316504,0.13463047,0.045907654,0.043669578,0.09700048,0.008653558,0.034361184,0.04779484,0.16558431,0.14513646,0.18054548,0.33773988,0.08979432,0.024027988,0.2701286,0.15613662,0.09892921,0.25305897,0.23540702
"Epm2aip1",0.391053,0.21220542,0.26162443,0.30755863,0.21629292,0.15935633,0.21322833,0.14058456,0.3149714,0.13559233,0.30655497,0.030188177,0.28889802,0.28311753,0.20255834,0.3523319,0.21233575,0.07220238,0.060080953,0.122394204,0.15510559,0.12766746,0.0840738,0.21422222,0.24752969,0.15870376,0.14360426,0.15823214,0.12173884,0.11500677,0.22130218,0.15731244,0.18544844,0.32485524
"Epn1",1.2192172,0.66543216,0.58001995,0.6514847,0.28102538,0.18616176,0.36517298,0.21039875,0.51434004,0.22931595,0.12501463,0.25331157,0.7997435,0.4622212,0.7502524,0.41625312,0.093760744,0.46265355,0.63789314,0.14412238,0.5905509,0.15242675,0.099904105,0.17739485,0.11719871,0.18575539,0.14317423,0.115023255,0.1045415,0.12383654,0.32535976,0.1896815,0.12119051,0.34056816
"Epor",0.078860134,0.014603743,0.017932262,0.022490032,0.038229182,0.010484273,0.042237286,0.0125448285,0.06907551,0.013738611,0.09901807,0.021685502,0.043928247,0.016284034,0.025901983,0.02532314,0.03344775,0.029733412,0.026253594,0.2855272,0.036853816,0.034848243,0.03726142,0.06562595,0.12598972,0.06298277,0.058482282,0.054191336,0.03954767,0.044459023,0.092084095,0.059256073,0.07677515,0.1393773
"Eprs",0.919731,0.35877058,0.44026855,0.5289341,0.30332112,0.2194756,0.30382228,0.20197418,1.002711,0.507926,0.33222872,0.27565038,0.6202076,0.38712487,0.75164807,0.5870177,0.22952722,0.2179883,0.29202524,0.16287191,0.22418475,0.26454246,0.33029887,0.3052776,0.20248854,0.24108659,0.24081819,0.27237594,0.22270161,0.2721053,0.7000787,0.29084933,0.24513695,0.52325225
"Eps15",1.7529305,1.3806385,1.3103237,1.4594264,0.38463545,0.23195325,0.32381207,0.22269197,0.6207876,0.23403959,0.39683667,0.10669986,0.42459562,0.39842176,0.46631417,1.4959407,0.21905053,0.28774187,0.10434794,0.35243836,0.25185192,0.31618527,0.22436358,0.28364423,0.20475535,0.24505353,0.12845895,0.27782708,0.29816607,0.12356489,0.469102,0.24798727,0.23835662,0.45229775
"Eps15l1",0.43767712,0.3858473,0.30335024,0.19773011,0.174669,0.15027514,0.175703,0.1310298,0.10693063,0.13695274,0.1755321,0.018240944,0.15329981,0.25331745,0.18778399,0.13718158,0.13200833,0.12638246,0.04860393,0.21018216,0.080310844,0.13817662,0.08932708,0.0987008,0.07146691,0.10490042,0.08627663,0.07325767,0.08542377,0.09457793,0.18779066,0.11981616,0.07866658,0.34313366
"Eps8l2",0.09296606,0.078456126,0.09307198,0.1234031,0.07169181,0.020598967,0.0798791,0.013639619,0.16913508,0.02533545,0.045504823,0.083729565,0.06566997,0.2891355,0.046325013,0.41320696,0.1998056,0.029875213,0.071179844,0.12503657,0.004931083,0.117051564,0.13051464,0.12409342,0.09404195,0.13283564,0.06828778,0.12270089,0.081866816,0.07816302,0.26421654,0.1476099,0.08612492,0.21033402
"Epsti1",0.17499244,0.09557364,0.12627219,0.12966809,1.6455376,0.123203695,0.19909996,0.13715857,0.10360689,0.16862907,3.7321095,0.13708362,0.80074066,0.100146875,0.25013524,0.21192819,0.093107514,0.38669878,0.3703622,0.14250226,0.4334484,0.26924267,0.059745207,0.19702186,0.10297395,0.34855786,0.04883163,0.08037374,0.065769084,0.025368093,0.9301993,0.54018795,0.24703135,0.32080573
"Epyc",0.7496185,0.85238606,0.75072485,1.1264871,0.9627307,0.7454621,0.40982336,0.666969,0.9284865,0.8661904,0.97603977,0.96541923,0.92324823,1.1093177,0.8197045,0.9068468,0.93003815,0.9450224,0.9491566,1.0272444,1.1125351,0.93322927,0.9814142,0.82329816,0.8105442,0.8053586,0.76384425,0.7882395,0.81457186,0.7972571,1.1182287,1.0867982,0.8361561,1.109847
"Eral1",0.614969,0.3061739,0.30475283,0.36275873,0.1084263,0.09165186,0.1279727,0.100290015,0.20734115,0.16776854,0.41149414,0.074642085,0.29301304,0.1183316,0.23426446,0.16559875,0.11997194,0.16876733,0.09742643,0.2094913,0.1430442,0.115622334,0.092949666,0.089332305,0.054180037,0.0977808,0.07994535,0.055458575,0.068103366,0.114518605,0.3625059,0.13150337,0.07282338,0.19289541
"Erap1",0.18229532,0.061682284,0.07935131,0.10928623,0.0845718,0.053943515,0.07663718,0.070207216,0.26895484,0.09014662,0.20488805,0.07605517,0.24696858,0.29484397,0.1861631,0.3846488,0.13358934,0.09550834,0.24739353,0.19287992,0.15715154,0.15052988,0.15430178,0.15915087,0.13622479,0.12863639,0.13802956,0.13219343,0.12180706,0.1465649,0.16122079,0.1182691,0.0841346,0.054587502
"Erc1",0.16081303,0.13072912,0.12161749,0.14704598,0.099364236,0.061241195,0.07230219,0.04752383,0.24706349,0.032848526,0.14875636,0.017647043,0.18192695,0.12106028,0.31305903,0.18914172,0.09787922,0.04772663,0.10158767,0.10929375,0.08077207,0.062072847,0.023481548,0.0483223,0.044375215,0.047842037,0.055070378,0.055658847,0.030193444,0.07696131,0.07359218,0.05675095,0.048171833,0.33419105
"Erc2",0.7746887,0.850955,0.76373297,0.9213813,0.9428025,0.8028161,0.35383233,0.42598167,1.0273688,1.1675048,0.9382966,0.9770449,0.9948227,1.0747837,0.9284946,0.9082188,1.1152582,0.85552454,1.0444268,0.9356701,1.0154854,0.8539923,0.9591598,0.83584857,0.7506496,0.84596837,0.6124239,0.8825942,0.7651884,0.8607856,0.9597493,0.9697028,0.9395846,1.0037864
"Ercc1",0.5973239,0.3090254,0.46258005,0.42201653,0.44843596,0.28101215,0.41008788,0.2623503,0.51005816,0.5946766,0.29101008,0.34637997,1.0823616,1.889372,0.5473434,0.44437107,0.2239402,0.6132687,0.39660782,0.29068774,0.5640099,0.24614125,0.14139909,0.16610081,0.16520396,0.2636821,0.16280586,0.16780038,0.13187802,0.19050317,0.6456477,0.3036508,0.20492117,0.62781525
"Ercc2",0.15054245,0.08171412,0.11606694,0.20913015,0.04231579,0.0406731,0.050285637,0.0349872,0.11365434,0.08650508,0.04498799,0.10442682,0.16567357,0.09650081,0.0684119,0.15133795,0.017551964,0.019545823,0.05127364,0.12248496,0.08769801,0.032666035,0.021109339,0.021494951,0.020488884,0.041074853,0.032213464,0.01848205,0.026655542,0.03676783,0.063949175,0.07404739,0.04288049,0.23330942
"Ercc3",0.41035694,0.21751684,0.22324908,0.2806318,0.19651781,0.099824324,0.12939811,0.103417225,0.15205261,0.13698089,0.12511048,0.078983776,0.23512541,0.25942162,0.23866422,0.36147162,0.07302888,0.123990685,0.09616394,0.18938467,0.09385358,0.15111242,0.120767415,0.12412545,0.098416366,0.142003,0.10183104,0.09931467,0.11622255,0.11642238,0.303886,0.14064917,0.12906514,0.31591588
